Trade Type,Trade ID,Version,SubType,Amended,Status,Book,Broker,Currency,Currency pair,FX Rate,Notional,Customer,Deal ID,Desk,Expiry,External trade ID,Trade,Trade entry,Trader,Bond security type,Security ID,Bond security ID,BO Product Ref,cProductCategory,cProductSubType,Equity ID,External Id Type,External Id,External product,Identifier
BOND,0015251305,3,,06/01/2020,Verified,STAT,,DKK,,,"75,000,000.00",B_SAMPENS_KP,,MARKETMAKING,,00013604,02/01/2020,02/01/2020,ALS,,DGB1.5_11/15/23,,,,,,,,,992305
BOND,0015251306,3,,06/01/2020,Verified,REAL,,DKK,,,"20,200,000.00",BC_DIT,,MARKETMAKING,,00013605,02/01/2020,02/01/2020,JPED,,1NYK1.01EDA50,,,,,,,,,952443
BOND,0015251307,3,,06/01/2020,Verified,STAT,,DKK,,,"65,000,000.00",B_SAMPENS_KP,,MARKETMAKING,,0001360D,02/01/2020,02/01/2020,ALS,,DGB1.75_11/15/25,,,,,,,,,992313
BOND,0015251310,3,,06/01/2020,Verified,ILLIKVID,,DKK,,,"50,214.94",DEX_LUX,,MARKETMAKING,,00013611,02/01/2020,02/01/2020,UFFE,,3.5NYK01EDA_44,,,,,,,,,978744
BOND,0015251311,3,,06/01/2020,Verified,FLEX,,DKK,,,"150,000,000.00",CITIGROUP_GL,IDEAS,MARKETMAKING,,00013613,02/01/2020,02/01/2020,MOEN,,DGB3_11/15/21,,,,,,,,,992267
BOND,0015251312,3,,06/01/2020,Verified,REAL,,DKK,,,"150,000,000.00",NAM,IDEAS,MARKETMAKING,,00013614,02/01/2020,02/01/2020,LCA,,DLRKRE1_10/01/50,,,,,,,,,634816
BOND,0015251313,3,,06/01/2020,Verified,ILLIKVID,,DKK,,,"51,786.50",DEX_LUX,,MARKETMAKING,,00013615,02/01/2020,02/01/2020,UFFE,,3NDEAOA10_44,,,,,,,,,202819
BOND,0015251314,3,,06/01/2020,Verified,ILLIKVID,,DKK,,,"107,704.43",DEX_LUX,,MARKETMAKING,,00013616,02/01/2020,02/01/2020,UFFE,,3.5NYK01EDA_44,,,,,,,,,978744
BOND,0015251315,4,,06/01/2020,Verified,FLEX,,DKK,,,"207,920,000.00",INT_IDEAS,IDEAS,MARKETMAKING,,00013617,02/01/2020,02/01/2020,ALS,,DGB1.5_11/15/23,,,,,,,,,992305
BOND,0015251316,4,,06/01/2020,Verified,STAT,,DKK,,,"207,920,000.00",INT_IDEAS,IDEAS,MARKETMAKING,,00013618,02/01/2020,02/01/2020,ALS,,DGB1.5_11/15/23,,,,,,,,,992305
BOND,0015251317,3,,06/01/2020,Verified,REAL,,DKK,,,"100,000,000.00",NAM,IDEAS,MARKETMAKING,,00013619,02/01/2020,02/01/2020,LCA,,NYKRE0.5_10/01/40,,,,,,,,,952435
BOND,0015251325,3,,06/01/2020,Verified,ILLIKVID,,DKK,,,"337,407,786.10",NYKREDIT_A_S,IDEAS,MARKETMAKING,,0001361L,02/01/2020,02/01/2020,MOEN,,2NYKSDO_10/01/47,,,,,,,,,950416
BOND,0015251330,3,,02/01/2020,Verified,STAT,,DKK,,,"4,500,000.00",NAM,IDEAS,MARKETMAKING,,0001362T,02/01/2020,02/01/2020,OVIX,,DGB4.5_11/15/39,,,,,,,,,992232
BOND,0015251331,3,,06/01/2020,Verified,STAT,,DKK,,,"25,000,000.00",BNPP_MTS,,MARKETMAKING,,0001362V,02/01/2020,02/01/2020,SRK,,DGB0.5_11/15/27,,,,,,,,,992356
BOND,0015251332,3,,06/01/2020,Verified,REAL,,DKK,,,"9,780,000.00",FORV_LOK_PEN,IDEAS,MARKETMAKING,,0001362Y,02/01/2020,02/01/2020,LCA,,NYKRED1.5_10/01/50,,,,,,,,,952125
BOND,0015251342,4,,06/01/2020,Verified,FLOAT,,DKK,,,"5,000,000.00",NYKREDIT_A_S,,MARKETMAKING,,0001363S,02/01/2020,02/01/2020,ALS,,NYKR0_04/01/22,,,,,,,,,951978
BOND,0015251347,3,,06/01/2020,Verified,REAL,,DKK,,,"40,000,000.00",NYKREDIT_A_S,,MARKETMAKING,,00013650,02/01/2020,02/01/2020,JPED,,NYKRE0.5_10/01/40,,,,,,,,,952435
BOND,0015251349,3,,06/01/2020,Verified,ILLIKVID,,DKK,,,"700,000.00",JYBC,IDEAS,MARKETMAKING,,00013652,02/01/2020,02/01/2020,UFFE,,NYKR1_10/01/27,,,,,,,,,979627
BOND,0015251353,3,,06/01/2020,Verified,FLEX,,DKK,,,"21,900,000.00",BC_DC,,MARKETMAKING,,00013658,02/01/2020,02/01/2020,JPED,,1NDEA1SDROOK23,,,,,,,,,204102
BOND,0015251354,3,,06/01/2020,Verified,REAL,,DKK,,,"1,271,000.00",FORV_LOK_PEN,IDEAS,MARKETMAKING,,0001365B,02/01/2020,02/01/2020,LCA,,NYKRED1.5_10/01/50,,,,,,,,,952125
BOND,0015251356,3,,06/01/2020,Verified,REAL,,DKK,,,"3,000,000.00",DDBC,,MARKETMAKING,,0001365F,02/01/2020,02/01/2020,SRK,,1NYK1.01EDA50,,,,,,,,,952443
BOND,0015251357,3,,06/01/2020,Verified,STAT,,DKK,,,"50,000,000.00",NORDEA_FIN,,MARKETMAKING,,0001365G,02/01/2020,02/01/2020,SRK,,DGB0.25_11/15/22,,,,,,,,,992399
BOND,0015251358,3,,06/01/2020,Verified,FLEX,,DKK,,,"50,000,000.00",NORDEA_FIN,,MARKETMAKING,,0001365H,02/01/2020,02/01/2020,SRK,,DGB3_11/15/21,,,,,,,,,992267
BOND,0015251362,3,,06/01/2020,Verified,FLOAT,,DKK,,,"1,000,000.00",ALBA,IDEAS,MARKETMAKING,,00013664,02/01/2020,02/01/2020,LCA,,NYK21H_RMO5.5_22,,,,,,,,,978574
BOND,0015251363,3,,06/01/2020,Verified,ILLIKVID,,DKK,,,"15,000,000.00",HOFOR_FORSYN,IDEAS,MARKETMAKING,,00013686,02/01/2020,02/01/2020,LCA,,2NYKSDO_10/01/47,,,,,,,,,950416
BOND,0015251365,5,,06/01/2020,Verified,ILLIKVID,,DKK,,,"10,000,000.00",HOFOR_FORSYN,IDEAS,MARKETMAKING,,00013688,02/01/2020,02/01/2020,LCA,,3NYKR_10/01/47,,,,,,,,,979546
BOND,0015251366,3,,06/01/2020,Verified,ILLIKVID,,DKK,,,"10,000,000.00",HOFOR_FORSYN,IDEAS,MARKETMAKING,,0001368F,02/01/2020,02/01/2020,LCA,,3RD22SS_34,,,,,,,,,928526
BOND,0015251367,3,,06/01/2020,Verified,FLOAT,,DKK,,,"9,500,000.00",HOFOR_FORSYN,IDEAS,MARKETMAKING,,0001368P,02/01/2020,02/01/2020,LCA,,DLRKRE0_07/01/24,,,,,,,,,634794
BOND,0015251368,4,,06/01/2020,Verified,FLEX,,DKK,,,"1,000,000.00",ALBA,IDEAS,MARKETMAKING,,0001368R,02/01/2020,02/01/2020,LCA,,2NYK12HBJANC_23,,,,,,,,,978981
BOND,0015251373,3,,06/01/2020,Verified,STAT,,DKK,,,"5,500,000.00",BC_BANKINV,,MARKETMAKING,,0001369W,02/01/2020,02/01/2020,ALS,,DGB0.5_11/15/27,,,,,,,,,992356
BOND,0015251375,3,,06/01/2020,Verified,ILLIKVID,,DKK,,,"14,591.38",DDBC,IDEAS,MARKETMAKING,,000136B4,02/01/2020,02/01/2020,UFFE,,3.5NYK01IA_44,,,,,,,,,978833
BOND,0015251376,3,,06/01/2020,Verified,REAL,,DKK,,,"30,925,000.00",B_SEB_IM_K,,MARKETMAKING,,000136B7,02/01/2020,02/01/2020,JPED,,15NYK01EA40,,,,,,,,,951331
BOND,0015251377,4,,06/01/2020,Verified,REAL,,DKK,,,"92,000,000.00",RINGKJ_LAND,IDEAS,MARKETMAKING,,000136B8,02/01/2020,02/01/2020,JOPE,,NYKRE1.5_10/01/50,,,,,,,,,951315
BOND,0015251378,3,,06/01/2020,Verified,REAL,,DKK,,,"100,000,000.00",DSKIF,IDEAS,MARKETMAKING,,000136BC,02/01/2020,02/01/2020,OVIX,,1NYK1.01EA50,,,,,,,,,952281
BOND,0015251379,3,,06/01/2020,Verified,ILLIKVID,,DKK,,,"23,150,000.00",B_SEB_IM_K,,MARKETMAKING,,000136BD,02/01/2020,02/01/2020,UFFE,,2NYK01EDA47,,,,,,,,,950475
BOND,0015251380,3,,06/01/2020,Verified,ILLIKVID,,DKK,,,"22,300,000.00",B_SEB_IM_K,,MARKETMAKING,,000136BH,02/01/2020,02/01/2020,UFFE,,2_NDEA_10/37,,,,,,,,,203076
BOND,0015251382,3,,06/01/2020,Verified,REAL,,DKK,,,"18,100,000.00",B_SEB_IM_K,,MARKETMAKING,,000136BN,02/01/2020,02/01/2020,JPED,,BRF1.5_10/01/47,,,,,,,,,938815
BOND,0015251398,3,,06/01/2020,Verified,FLOAT,,DKK,,,"3,000,000.00",LAN_SPAR_B,,MARKETMAKING,,000136CB,02/01/2020,02/01/2020,ALS,,NYKRE0_01/01/24_DKK,,,,,,,,,952478
BOND,0015251410,4,,06/01/2020,Verified,ILLIKVID,,DKK,,,"199,627.31",IT_J_POULSEN,IDEAS,MARKETMAKING,,000136DN,02/01/2020,02/01/2020,JOPE,,3NYK01EA_34,,,,,,,,,978639
BOND,0015251411,3,,06/01/2020,Verified,REAL,,DKK,,,"199,886.54",IT_J_POULSEN,IDEAS,MARKETMAKING,,000136DP,02/01/2020,02/01/2020,JOPE,,1.5RD_01/10/37,,,,,,,,,929727
BOND,0015251412,3,,06/01/2020,Verified,ILLIKVID,,DKK,,,"290,707.15",IT_J_POULSEN,IDEAS,MARKETMAKING,,000136DQ,02/01/2020,02/01/2020,JOPE,,3NDEAA_44,,,,,,,,,202800
BOND,0015251413,3,,06/01/2020,Verified,ILLIKVID,,DKK,,,"464,989.25",IT_J_POULSEN,IDEAS,MARKETMAKING,,000136DT,02/01/2020,02/01/2020,JOPE,,2_NDEA_10/37,,,,,,,,,203076
BOND,0015251414,3,,06/01/2020,Verified,ILLIKVID,,DKK,,,"414,249.22",IT_J_POULSEN,IDEAS,MARKETMAKING,,000136DV,02/01/2020,02/01/2020,JOPE,,2NYK01E_01/10/2037,,,,,,,,,979864
BOND,0015251417,4,,06/01/2020,Verified,STAT,,NOK,,,"1,500,000.00",DNOO,,MARKETMAKING,,000136CJ,02/01/2020,02/01/2020,JPED,,NGB1.75_09/06/29,,,,,,,,,4028108
BOND,0015251419,3,,06/01/2020,Verified,ILLIKVID,,DKK,,,"103,920.55",JYBC,IDEAS,MARKETMAKING,,000136F2,02/01/2020,02/01/2020,UFFE,,NYKRE2_10/01/47,,,,,,,,,950564
BOND,0015251421,4,,06/01/2020,Verified,FLEX,,DKK,,,"150,000,000.00",ORSTED_AS,IDEAS,MARKETMAKING,,000136F8,02/01/2020,02/01/2020,LCA,,1NYK1.13HJADKK_24,,,,,,,,,950211
BOND,0015251422,3,,06/01/2020,Verified,FLEX,,DKK,,,"150,000,000.00",ORSTED_AS,IDEAS,MARKETMAKING,,000136F9,02/01/2020,02/01/2020,LCA,,1NYK1.13HJU24D,,,,,,,,,952184
BOND,0015251480,3,,06/01/2020,Verified,ILLIKVID,,DKK,,,"42,800,000.00",BC_DIT,,MARKETMAKING,,000136HQ,02/01/2020,02/01/2020,UFFE,,2NYK01EDA47,,,,,,,,,950475
BOND,0015251486,3,,06/01/2020,Verified,ILLIKVID,,DKK,,,"40,541,020.26",BC_NIM,,MARKETMAKING,,000136JB,02/01/2020,02/01/2020,UFFE,,RD2038_RM5_OA,,,,,,,,,927368
BOND,0015251488,3,,06/01/2020,Verified,FLEX,,DKK,,,"28,000,000.00",B_AP_PENSION,,MARKETMAKING,,000136JF,02/01/2020,02/01/2020,ALS,,2NYK2.13HJA25R,,,,,,,,,979848
BOND,0015251489,3,,06/01/2020,Verified,ILLIKVID,,DKK,,,"10,219,464.52",BC_NIM,,MARKETMAKING,,000136JJ,02/01/2020,02/01/2020,UFFE,,3RD3SDRO23S47,,,,,,,,,929239
BOND,0015251491,3,,06/01/2020,Verified,FLOAT,,DKK,,,"3,000,000.00",LAN_SPAR_B,,MARKETMAKING,,000136JN,02/01/2020,02/01/2020,ALS,,NYKRE0_01/01/24_DKK,,,,,,,,,952478
BOND,0015251492,4,,06/01/2020,Verified,STAT,,NOK,,,"1,500,000.00",BC_FI,IDEAS_DT,MARKETMAKING,,000136K7,02/01/2020,02/01/2020,MOEN,,NGB1.75_09/06/29,,,,,,,,,4028108
BOND,0015251493,3,,06/01/2020,Verified,REAL,,DKK,,,"1,200,000.00",SHBC,IDEAS,MARKETMAKING,,000136KB,02/01/2020,02/01/2020,IDPP,,NYKRE0_10/01/30,,,,,,,,,951269
BOND,0015251500,3,,06/01/2020,Verified,ILLIKVID,,DKK,,,"64,725.39",DDBC,IDEAS,MARKETMAKING,,000136KP,02/01/2020,02/01/2020,UFFE,,3RD22SS_34,,,,,,,,,928526
BOND,0015251502,3,,06/01/2020,Verified,FLEX,,DKK,,,"90,800,000.00",LAN_SPAR_B,,MARKETMAKING,,000136L0,02/01/2020,02/01/2020,ALS,,1RD1.10F23JARF,,,,,,,,,929611
BOND,0015251503,3,,06/01/2020,Verified,FLEX,,DKK,,,"3,000,000.00",SHBC,IDEAS,MARKETMAKING,,000136L3,02/01/2020,02/01/2020,IDPP,,1NYK1.13HJADKK_23,,,,,,,,,950319
BOND,0015251592,3,,06/01/2020,Verified,REAL,,DKK,,,"90,800,000.00",LAN_SPAR_B,,MARKETMAKING,,000136PL,02/01/2020,02/01/2020,JPED,,15NYK01EA40,,,,,,,,,951331
BOND,0015251595,3,,06/01/2020,Verified,ILLIKVID,,DKK,,,"100,000.00",JYBC,IDEAS,MARKETMAKING,,000136PQ,02/01/2020,02/01/2020,UFFE,,3RD20SS_24,,,,,,,,,928488
BOND,0015251598,3,,06/01/2020,Verified,FLEX,,DKK,,,"25,000,000.00",BC_DC,,MARKETMAKING,,000136QB,02/01/2020,02/01/2020,ALS,,1NDEA1SDROOK23,,,,,,,,,204102
BOND,0015251624,3,,06/01/2020,Verified,ILLIKVID,,DKK,,,"100,000.00",HP_DK_BONDS,IDEAS,MARKETMAKING,,000136R7,02/01/2020,02/01/2020,UFFE,,3RD20SS_24,,,,,,,,,928488
BOND,0015251646,3,,06/01/2020,Verified,REAL,,DKK,,,"10,000,000.00",LAN_SPAR_B,,MARKETMAKING,,000136SH,02/01/2020,02/01/2020,UFFE,,NDASS_1.5_10/01/40,,,,,,,,,203882
BOND,0015251647,3,,06/01/2020,Verified,REAL,,DKK,,,"7,500,000.00",LAN_SPAR_B,,MARKETMAKING,,000136SL,02/01/2020,02/01/2020,UFFE,,RDKRE1_10/01/40,,,,,,,,,461172
BOND,0015251648,3,,06/01/2020,Verified,REAL,,DKK,,,"100,000,000.00",NAM,IDEAS,MARKETMAKING,,000136SM,02/01/2020,02/01/2020,LCA,,1NYK1.01EDA50,,,,,,,,,952443
BOND,0015251649,3,,06/01/2020,Verified,FLOAT,,DKK,,,"3,000,000.00",LAN_SPAR_B,,MARKETMAKING,,000136SV,02/01/2020,02/01/2020,ALS,,NYKRE0_01/01/24_DKK,,,,,,,,,952478
BOND,0015251653,3,,06/01/2020,Verified,ILLIKVID,,DKK,,,205.38,DDBC,IDEAS,MARKETMAKING,,000136TC,02/01/2020,02/01/2020,UFFE,,5NYK02D_25,,,,,,,,,975362
BOND,0015251681,4,,06/01/2020,Verified,FLOAT,,DKK,,,"10,000,000.00",BEC,IDEAS,MARKETMAKING,,000136VX,02/01/2020,02/01/2020,LCA,,DLRKRE0_07/01/24,,,,,,,,,634794
BOND,0015251682,3,,06/01/2020,Verified,ILLIKVID,,DKK,,,"9,300,000.00",BEC,IDEAS,MARKETMAKING,,000136VY,02/01/2020,02/01/2020,LCA,,NYKRE0_07/01/25,,,,,,,,,952354
BOND,0015253309,4,,07/01/2020,Verified,STAT,,DKK,,,"10,000,000.00",DDBC,,MARKETMAKING,,0001371G,03/01/2020,03/01/2020,ALS,,DGB4.5_11/15/39,,,,,,,,,992232
BOND,0015253314,3,,07/01/2020,Verified,ILLIKVID,,DKK,,,"300,000.00",B_SEB_IM_K,,MARKETMAKING,,0001371M,03/01/2020,03/01/2020,UFFE,,RD2.5_OA_01/10/2047,,,,,,,,,929344
BOND,0015253325,3,,07/01/2020,Verified,REAL,,DKK,,,"35,000,000.00",NYKREDIT_A_S,,MARKETMAKING,,00013723,03/01/2020,03/01/2020,JPED,,NYKRE0.5_10/01/40,,,,,,,,,952435
BOND,0015253326,3,,07/01/2020,Verified,ILLIKVID,,DKK,,,"164,772.51",JYBC,IDEAS,MARKETMAKING,,00013725,03/01/2020,03/01/2020,UFFE,,2NYKSDO_10/01/47,,,,,,,,,950416
BOND,0015253342,3,,03/01/2020,Verified,STAT,,DKK,,,"100,000.00",DEUF,,MARKETMAKING,,0001373N,03/01/2020,03/01/2020,ALS,,DGB0.5_11/15/29,,,,,,,,,992380
BOND,0015253345,3,,07/01/2020,Verified,STAT,,DKK,,,"2,300,000.00",BC_DC,,MARKETMAKING,,0001373R,03/01/2020,03/01/2020,ALS,,DGB0.5_11/15/29,,,,,,,,,992380
BOND,0015253346,3,,03/01/2020,Verified,STAT,,DKK,,,"750,000.00",DEUF,,MARKETMAKING,,0001373S,03/01/2020,03/01/2020,JPED,,DGB0.5_11/15/27,,,,,,,,,992356
BOND,0015253361,3,,06/01/2020,Verified,ILLIKVID,,DKK,,,"646,000.00",SHBC,IDEAS,MARKETMAKING,,0001374X,03/01/2020,03/01/2020,IDPP,,NYK22HRM_OA4,,,,,,,,,979635
BOND,0015253368,3,,07/01/2020,Verified,STAT,,DKK,,,"2,000,000.00",AHV_GENF,,MARKETMAKING,,00013755,03/01/2020,03/01/2020,ALS,,DGB0.5_11/15/29,,,,,,,,,992380
BOND,0015253369,3,,07/01/2020,Verified,ILLIKVID,,DKK,,,"37,000.00",JYBC,IDEAS,MARKETMAKING,,00013756,03/01/2020,03/01/2020,UFFE,,5NYK01EA_26,,,,,,,,,977004
BOND,0015253371,3,,07/01/2020,Verified,FLOAT,,DKK,,,"25,000,000.00",FORV_LOK_PEN,IDEAS,MARKETMAKING,,0001375G,03/01/2020,03/01/2020,LCA,,DANSKB0_01/01/23,,,,,,,,,413143
BOND,0015253375,3,,07/01/2020,Verified,FLOAT,,DKK,,,"20,500,000.00",DSKIF,IDEAS,MARKETMAKING,,0001375P,03/01/2020,03/01/2020,OVIX,,DANSKB0_01/01/23,,,,,,,,,413143
BOND,0015253379,4,,06/01/2020,Verified,ILLIKVID,,DKK,,,"500,000.00",JYBC,IDEAS,MARKETMAKING,,0001375W,03/01/2020,03/01/2020,LCA,,NYKRED2_10/01/50,,,,,,,,,951358
BOND,0015253381,3,,07/01/2020,Verified,ILLIKVID,,DKK,,,"20,000,000.00",NYKREDIT_A_S,,MARKETMAKING,,00013761,03/01/2020,03/01/2020,UFFE,,NYKRE0_07/01/25,,,,,,,,,952354
BOND,0015253386,3,,07/01/2020,Verified,FLEX,,DKK,,,"1,500,000.00",NYKREDIT_A_S,,MARKETMAKING,,0001376M,03/01/2020,03/01/2020,ALS,,1RD1.10F23JARF,,,,,,,,,929611
BOND,0015253411,3,,07/01/2020,Verified,FLOAT,,DKK,,,"1,983,896.47",SHBC,IDEAS,MARKETMAKING,,0001377W,03/01/2020,03/01/2020,IDPP,,F6NYK32_21RF,,,,,,,,,950874
BOND,0015253424,3,,07/01/2020,Verified,REAL,,DKK,,,"19,000,000.00",BC_AMUNDI,,MARKETMAKING,,00013792,03/01/2020,03/01/2020,JPED,,RDKRE1.5_10/01/50,,,,,,,,,460818
BOND,0015253426,3,,07/01/2020,Verified,REAL,,DKK,,,"19,000,000.00",BC_AMUNDI,,MARKETMAKING,,00013794,03/01/2020,03/01/2020,JPED,,NYKRE1.5_10/01/50,,,,,,,,,951315
BOND,0015253433,4,,07/01/2020,Verified,FLOAT,,DKK,,,"218,637,000.00",UNIPEN_NOMBB,IDEAS,MARKETMAKING,,0001379C,03/01/2020,03/01/2020,OVIX,,NYKRE0_01/01/24_DKK,,,,,,,,,952478
BOND,0015253436,3,,07/01/2020,Verified,FLEX,,DKK,,,"5,000,000.00",ALBA,IDEAS,MARKETMAKING,,000137B3,03/01/2020,03/01/2020,IDPP,,NYKRE1_07/01/21,,,,,,,,,950963
BOND,0015253443,4,,07/01/2020,Verified,REAL,,DKK,,,"1,965,389.33",SHBC,IDEAS,MARKETMAKING,,000137B6,03/01/2020,03/01/2020,IDPP,,NYKRED1.5_10/01/50,,,,,,,,,952125
BOND,0015253445,3,,07/01/2020,Verified,REAL,,DKK,,,"50,800,000.00",BC_DIT,,MARKETMAKING,,000137B9,03/01/2020,03/01/2020,JPED,,NYKRED1.5_10/01/50,,,,,,,,,952125
BOND,0015253447,3,,07/01/2020,Verified,ILLIKVID,,DKK,,,"30,000,000.00",BC_SPIN,,MARKETMAKING,,000137BG,03/01/2020,03/01/2020,JPED,,2.0RDSDROA50,,,,,,,,,460656
BOND,0015253448,4,,26/02/2020,Verified,REAL,,DKK,,,"1,461,000.00",VESTJYS_BANK,IDEAS,MARKETMAKING,,000137BH,03/01/2020,03/01/2020,JOPE,,1NYK1.01EA50,,,,,,,,,952281
BOND,0015253450,3,,07/01/2020,Verified,REAL,,DKK,,,"30,000,000.00",DLR_KREDIT,,MARKETMAKING,,000137BK,03/01/2020,03/01/2020,JPED,,DLRKRE0.5_10/01/40,,,,,,,,,634867
BOND,0015253451,4,,07/01/2020,Verified,FLOAT,,DKK,,,"15,000,000.00",SPKS_KRONJY,IDEAS,MARKETMAKING,,000137BL,03/01/2020,03/01/2020,LCA,,NYKRE0_01/01/24_DKK,,,,,,,,,952478
BOND,0015253452,3,,07/01/2020,Verified,FLOAT,,DKK,,,"10,000,000.00",REALKREDIT_D,IDEAS,MARKETMAKING,,000137BM,03/01/2020,03/01/2020,UFFE,,RD33S_RMOA5_21,,,,,,,,,928569
BOND,0015253454,3,,07/01/2020,Verified,REAL,,DKK,,,"25,000,000.00",DLR_KREDIT,,MARKETMAKING,,000137BR,03/01/2020,03/01/2020,JPED,,1DLR1B50IIO,,,,,,,,,634875
BOND,0015253458,3,,07/01/2020,Verified,ILLIKVID,,DKK,,,"15,000,000.00",BC_SPIN,,MARKETMAKING,,000137BY,03/01/2020,03/01/2020,UFFE,,2NDEA2.0SDRO50,,,,,,,,,203874
BOND,0015253464,3,,07/01/2020,Verified,REAL,,DKK,,,"3,640,000.00",LAN_SPAR_B,,MARKETMAKING,,000137C9,03/01/2020,03/01/2020,JPED,,JYKRE0.5_10/01/40,,,,,,,,,939781
BOND,0015253475,3,,07/01/2020,Verified,STAT,,DKK,,,"22,500,000.00",BC_BANKINV,,MARKETMAKING,,000137CS,03/01/2020,03/01/2020,ALHA,,DGB4.5_11/15/39,,,,,,,,,992232
BOND,0015253502,3,,07/01/2020,Verified,ILLIKVID,,DKK,,,"35,315.55",DEX_LUX,,MARKETMAKING,,000137DY,03/01/2020,03/01/2020,UFFE,,3.5NYK01EDA_44,,,,,,,,,978744
BOND,0015253503,3,,07/01/2020,Verified,ILLIKVID,,DKK,,,"1,000,000.00",ALBA,IDEAS,MARKETMAKING,,000137DZ,03/01/2020,03/01/2020,OVIX,,NYKRE0_07/01/27,,,,,,,,,951188
BOND,0015253520,3,,07/01/2020,Verified,REAL,,DKK,,,"5,000,000.00",B_SEB_IM_K,,MARKETMAKING,,000137FY,03/01/2020,03/01/2020,JPED,,RDKRE1.5_10/01/50,,,,,,,,,460818
BOND,0015253527,4,,07/01/2020,Verified,STAT,,DKK,,,"10,000,000.00",DDBC,,MARKETMAKING,,000137JZ,03/01/2020,03/01/2020,JPED,,DGB4.5_11/15/39,,,,,,,,,992232
BOND,0015253546,4,,07/01/2020,Verified,ILLIKVID,,DKK,,,"5,000,000.00",LAN_SPAR_B,IDEAS,MARKETMAKING,,000137KY,03/01/2020,03/01/2020,IDPP,,1.5NYK01E_10/01/32,,,,,,,,,979821
BOND,0015253551,3,,07/01/2020,Verified,REAL,,DKK,,,"10,000,000.00",BC_DC,,MARKETMAKING,,000137LC,03/01/2020,03/01/2020,JPED,,DLRKRE1.5_10/01/40,,,,,,,,,634271
BOND,0015253552,4,,31/03/2020,Verified,REAL,,DKK,,,"3,159,000.00",DJURSLANDS_B,IDEAS,MARKETMAKING,,000137LD,03/01/2020,03/01/2020,LCA,,1NYK1.01EDA50,,,,,,,,,952443
BOND,0015253556,3,,07/01/2020,Verified,FLEX,,DKK,,,"15,500,000.00",FIFB,IDEAS,MARKETMAKING,,000137LJ,03/01/2020,03/01/2020,LCA,,1NYK1.13HJU22D,,,,,,,,,951307
BOND,0015253557,3,,07/01/2020,Verified,STAT,,DKK,,,"25,000,000.00",DSKIF,IDEAS,MARKETMAKING,,000137LK,03/01/2020,03/01/2020,OVIX,,DGB0.5_11/15/27,,,,,,,,,992356
BOND,0015253559,3,,07/01/2020,Verified,FLEX,,DKK,,,"13,700,000.00",FIFB,IDEAS,MARKETMAKING,,000137LM,03/01/2020,03/01/2020,LCA,,1RD1.10F22APRF,,,,,,,,,929492
BOND,0015253561,5,,07/01/2020,Verified,REAL,,DKK,,,"100,000,000.00",LCFM_RVF_AKK,IDEAS,MARKETMAKING,,000137LP,03/01/2020,03/01/2020,MCAD,,RDKRE0_10/01/35,,,,,,,,,461334
BOND,0015253589,3,,03/01/2020,Verified,ILLIKVID,,DKK,,,0.01,FORDELING,IDEAS,MARKETMAKING,,000137MM,02/01/2020,03/01/2020,HRG,,3NDEAA_44,,,,,,,,,202800
BOND,0015253591,3,,03/01/2020,Verified,ILLIKVID,,DKK,,,0.01,FORDELING,IDEAS,MARKETMAKING,,000137MP,02/01/2020,03/01/2020,HRG,,NDASS3_10/01/47P,,,,,,,,,203041
BOND,0015253593,3,,03/01/2020,Verified,ILLIKVID,,DKK,,,0.01,FORDELING,IDEAS,MARKETMAKING,,000137MR,02/01/2020,03/01/2020,HRG,,NDASS2_10/01/47,,,,,,,,,203297
BOND,0015253595,4,,07/01/2020,Verified,REAL,,DKK,,,"15,000,000.00",RINGKJ_LAND,IDEAS,MARKETMAKING,,000137MT,03/01/2020,03/01/2020,JOPE,,1NYK1.01EDA50,,,,,,,,,952443
BOND,0015253597,3,,07/01/2020,Verified,REAL,,DKK,,,"250,000,000.00",LARER_DIRECT,IDEAS,MARKETMAKING,,000137MX,03/01/2020,03/01/2020,MOEN,,RDKRE0.5_10/01/50,,,,,,,,,461318
BOND,0015253599,3,,07/01/2020,Verified,REAL,,DKK,,,"250,000,000.00",SYDE,IDEAS,MARKETMAKING,,000137MZ,03/01/2020,03/01/2020,OVIX,,NDASS0.5_10/01/40,,,,,,,,,204463
BOND,0015253600,4,,07/01/2020,Verified,FLOAT,,DKK,,,"100,000,000.00",MIDDELFART_S,IDEAS,MARKETMAKING,,000137N3,03/01/2020,03/01/2020,LCA,,NYKRE0_01/01/24_DKK,,,,,,,,,952478
BOND,0015253606,3,,07/01/2020,Verified,FLEX,,DKK,,,"152,000,000.00",BC_PD,IDEAS,MARKETMAKING,,000137ND,03/01/2020,03/01/2020,OVIX,,1RD1.10F21APRF,,,,,,,,,929484
BOND,0015253610,3,,07/01/2020,Verified,REAL,,DKK,,,"50,000,000.00",NDAC,,MARKETMAKING,,000137NJ,03/01/2020,03/01/2020,JPED,,1NDEA1.0SDRO50,,,,,,,,,204455
BOND,0015253616,3,,07/01/2020,Verified,REAL,,DKK,,,"10,000,000.00",LAN_SPAR_B,,MARKETMAKING,,000137NT,03/01/2020,03/01/2020,JPED,,NYKRE0.5_10/01/40,,,,,,,,,952435
